,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
tpr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.3,0.7,1.6,3.0,4.4,5.9,7.9,10.9,14.5,14.5,18.3,22.3,26.4,31.8,36.2,39.9,44.5,50.5,54.9,58.5,61.8,65.5,68.8,72.1,75.0,78.4,81.1,83.2,85.6,85.6,87.6,89.4,90.5,91.3,92.1,93.0,94.1,94.8,95.3,95.7,95.9,96.0,96.4,96.9,97.4,97.7,97.9,98.2,98.7,98.7,98.8,98.9,98.9,99.0,99.0,99.4,99.4,99.5,99.7,99.8,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
fpr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.5,0.6,0.7,0.7,1.0,1.1,1.4,1.6,1.6,1.6,1.6,1.7,1.8,2.0,2.1,2.3,2.7,2.9,3.2,3.4,3.6,3.8,3.8,3.9,4.1,4.3,4.4,4.7,5.0,5.4,5.4,5.7,6.0,6.7,7.3,7.9,8.2,8.9,9.5,10.1,11.1,12.0,12.7,13.1,14.7,15.9,17.3,18.7,19.9,21.3,23.2,23.2,24.3,25.2,26.5,27.9,30.1,31.5,32.7,34.6,36.0,37.0,38.6,39.7,41.3,43.3,45.3,46.4,48.1,50.4,50.4,51.6,52.6,54.8,56.3,57.6,59.0,61.4,63.7,65.5,66.5,68.4,70.1,71.6,72.4,73.7,74.2,75.6,77.5,78.7,78.7,79.7,80.6,81.0,82.0,83.4,84.4,85.3,86.5,87.8,88.4,88.9,89.4,89.7,90.5,91.2,91.7,92.8,93.4,93.7,93.7,93.9,94.2,94.7,95.1,95.1,95.5,95.6,95.8,95.9,96.1,96.4,96.5,96.5,96.6,96.7,97.0,97.6,97.7,97.9,97.9,97.9,98.2,98.4,98.5,98.5,98.5,98.8,99.0,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.3,99.3,99.5,99.6,99.7,99.7,99.7,99.7,99.7,99.8,99.8,99.9,99.9,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
auc,0.9913765000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
