,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
tpr,0.0,1.0,1.0,1.0,1.0,6.5,6.5,6.5,6.5,12.8,12.8,12.8,12.8,12.8,23.0,23.0,23.0,23.0,29.6,29.6,29.6,29.6,29.6,37.1,37.1,37.1,37.1,43.1,43.1,43.1,43.1,43.1,49.4,49.4,49.4,49.4,53.3,53.3,53.3,53.3,53.3,57.7,57.7,57.7,57.7,60.7,60.7,60.7,60.7,63.6,63.6,63.6,63.6,63.6,66.0,66.0,66.0,66.0,67.4,67.4,67.4,67.4,67.4,69.2,69.2,69.2,69.2,71.4,71.4,71.4,71.4,71.4,72.8,72.8,72.8,72.8,74.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,76.7,76.7,76.7,76.7,76.7,77.9,77.9,77.9,77.9,78.7,78.7,78.7,78.7,78.7,80.2,80.2,80.2,80.2,81.2,81.2,81.2,81.2,81.2,81.7,81.7,81.7,81.7,82.2,82.2,82.2,82.2,82.2,83.3,83.3,83.3,83.3,84.5,84.5,84.5,84.5,85.7,85.7,85.7,85.7,85.7,87.2,87.2,87.2,87.2,88.3,88.3,88.3,88.3,88.3,89.6,89.6,89.6,89.6,90.5,90.5,90.5,90.5,90.5,92.0,92.0,92.0,92.0,92.9,92.9,92.9,92.9,94.6,94.6,94.6,94.6,94.6,95.7,95.7,95.7,95.7,97.1,97.1,97.1,97.1,97.1,98.1,98.1,98.1,98.1,99.1,99.1,99.1,99.1,99.1,99.4,99.4,99.4,99.4,99.7,99.7,99.7,99.7,99.7,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,100.0,100.0
fpr,0.0,0.2,0.2,0.2,0.2,1.4,1.4,1.4,1.4,4.7,4.7,4.7,4.7,4.7,7.9,7.9,7.9,7.9,11.9,11.9,11.9,11.9,11.9,15.3,15.3,15.3,15.3,18.1,18.1,18.1,18.1,18.1,20.9,20.9,20.9,20.9,23.6,23.6,23.6,23.6,23.6,26.3,26.3,26.3,26.3,28.3,28.3,28.3,28.3,31.6,31.6,31.6,31.6,31.6,33.3,33.3,33.3,33.3,35.0,35.0,35.0,35.0,35.0,36.3,36.3,36.3,36.3,37.8,37.8,37.8,37.8,37.8,39.6,39.6,39.6,39.6,42.1,42.1,42.1,42.1,43.7,43.7,43.7,43.7,43.7,45.0,45.0,45.0,45.0,47.0,47.0,47.0,47.0,47.0,48.2,48.2,48.2,48.2,50.3,50.3,50.3,50.3,50.3,52.1,52.1,52.1,52.1,53.6,53.6,53.6,53.6,53.6,55.8,55.8,55.8,55.8,57.5,57.5,57.5,57.5,57.5,59.7,59.7,59.7,59.7,61.6,61.6,61.6,61.6,63.3,63.3,63.3,63.3,63.3,65.4,65.4,65.4,65.4,67.2,67.2,67.2,67.2,67.2,69.0,69.0,69.0,69.0,71.2,71.2,71.2,71.2,71.2,73.6,73.6,73.6,73.6,76.2,76.2,76.2,76.2,78.2,78.2,78.2,78.2,78.2,80.9,80.9,80.9,80.9,82.8,82.8,82.8,82.8,82.8,85.6,85.6,85.6,85.6,89.5,89.5,89.5,89.5,89.5,92.4,92.4,92.4,92.4,96.7,96.7,96.7,96.7,96.7,98.8,98.8,98.8,98.8,99.7,99.7,99.7,99.7,100.0,100.0
auc,0.7080924999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
